energy,valence,tempo,danceability,acousticness,instrumentalness,track_name,track_artist,mood
0.105,0.0731,122.977,0.196,0.986,0.782,Dreamweaver: 1. Prologue,"Ola Gjeilo, The Choir of Royal Holloway, Royal Philharmonic Orchestra, Rupert Gough",Sad
0.0746,0.036,75.575,0.0816,0.989,0.48,Whilst Great Is Our Poverty,"Cyrillus Kreek, Traditional, Anna-Liisa Eller, Angela Ambrosini, Marco Ambrosini, Vox Clamantis, Jaan-Eik Tulve",Sad
0.0286,0.0334,87.516,0.111,0.991,0.835,Shenandoah,"Traditional, Westminster Choir, James Jordan, Gregory Stout",Sad
0.0997,0.0465,71.775,0.14,0.989,0.428,Only in Sleep,"Ēriks Ešenvalds, Stephen Layton, The Choir Of Trinity College, Cambridge",Sad
0.105,0.0388,81.11,0.134,0.994,0.855,"Heyr, himna smiður","Härlanda Chamber Choir, David Molin",Sad
0.0768,0.0387,123.193,0.187,0.98,0.0475,There Will Come Soft Rains,"Ēriks Ešenvalds, The Pacific Lutheran Choir Of The West, Richard Nance",Sad
0.0301,0.0342,104.157,0.149,0.968,0.00497,The Promised Light of Life,"Cheryl Frances-Hoad, Owain Park, The Gesualdo Six",Sad
0.0293,0.0322,57.809,0.064,0.986,0.643,Stardust,"Taylor Scott Davis, VOCES8",Sad
0.933,0.763,122.003,0.816,0.0181,0.604,L'Amour,"WUULA, Dr Feel",Happy
0.766,0.286,118.997,0.718,0.00302,0.429,Nomathemba - Enoo Napa Remix,"FiNE, Lizwi, Enoo Napa",Energetic
0.7,0.0569,120.019,0.691,0.135,0.819,Kolwa,"Euggy, Suraj, Mumba Yachi",Energetic
0.751,0.0762,122.062,0.872,0.19,0.296,Hajikwai,"Naarly, Thabza De Soul, Idd Aziz",Energetic
0.822,0.714,121.996,0.704,0.000425,0.723,Sina,"Lakwister, Aweko Brian, Moses rallo",Happy
0.739,0.536,123.024,0.635,0.000224,0.775,Moors,Drumetic Boyz,Happy
0.706,0.245,119.98,0.533,0.0229,0.459,Letha,"Thandi Draai, Dj Beekay",Energetic
0.895,0.0438,119.997,0.613,0.0106,0.834,Space Fair,"Hanna Haïs, KingDonna",Energetic
0.689,0.578,118.009,0.791,0.111,0.318,Nomvula (feat. Nia Pearl & Bontle Smith),"Citizen Deep, Nia Pearl, Bontle Smith",Happy
0.784,0.549,149.61,0.425,0.185,0.911,Don't Give Up,Afro Swanky,Happy
0.799,0.157,121.011,0.772,0.00128,0.363,Tsoang Tsoang - Remix,"DJ Leo Cris, Dr. Victor",Energetic
0.817,0.653,116.007,0.762,0.00271,0.893,Udokotela,Muzari,Happy
0.643,0.323,147.247,0.409,0.323,0.46,FIND A WAY,"NAAK, Atmos Blaq",Energetic
0.728,0.287,153.07,0.788,0.17,4.82e-06,let it breathe (feat. Roddy Ricch),"Gunna, Roddy Ricch",Energetic
0.729,0.302,124.013,0.602,0.084,0.0,Goddard Song,Lil Uzi Vert,Energetic
0.616,0.0388,105.952,0.753,0.00583,1.77e-06,Topanga,Trippie Redd,Energetic
0.768,0.334,90.146,0.389,0.038,0.0,WRONG (feat. Lil Mosey),"The Kid LAROI, Lil Mosey",Energetic
0.482,0.608,140.064,0.736,0.327,0.0,Hard Work Pays Off,"Future, Juice WRLD",Neutral
0.604,0.28,128.845,0.41,0.777,0.0,ALWAYS,YOON MIRAE,Energetic
0.41,0.219,110.252,0.416,0.843,0.0,Beautiful,Crush,Sad
0.778,0.41,94.996,0.696,0.352,0.0,Say Yes,"Loco, Punch",Energetic
0.76,0.495,130.096,0.512,0.299,0.0,Stay Alive (Prod. SUGA of BTS),Jung Kook,Energetic
0.736,0.495,90.002,0.514,0.483,0.0,Everytime,"CHEN, Punch",Energetic
0.426,0.137,149.898,0.532,0.639,0.0,With you,"Jimin, HA SUNG WOON",Sad
0.294,0.461,87.895,0.59,0.854,0.0,Love Me Like That,Sam Kim,Sad
0.499,0.104,131.076,0.343,0.665,0.0,You Are My Everything,Gummy,Sad
0.431,0.167,133.675,0.497,0.66,0.0,I Will Go To You Like the First Snow,AILEE,Sad
0.446,0.214,138.66,0.406,0.739,0.0,This Love,DAVICHI,Sad
0.517,0.217,132.319,0.539,0.321,0.0,Like A Dream,MINNIE,Energetic
0.817,0.625,131.985,0.604,0.016,0.0,Run Run,ECLIPSE,Happy
0.603,0.657,100.171,0.418,0.536,2.52e-05,Your Existence,Wonstein,Happy
0.838,0.449,75.021,0.533,0.102,0.0,For You,"CHEN, BAEKHYUN, XIUMIN",Energetic
0.344,0.211,133.499,0.482,0.901,0.0,I Miss You,SOYOU,Sad
0.834,0.555,102.038,0.603,0.353,0.0,Descendants Of The Sun (Original Television Soundtrack) Pt.6 - Talk Love,K.Will,Happy
0.366,0.385,81.943,0.565,0.657,1.21e-05,Good Person (2022),HAECHAN,Sad
0.515,0.199,135.221,0.387,0.686,0.0,If It Is You,Jung Seung Hwan,Energetic
0.687,0.504,119.992,0.604,0.757,0.234,Round And Round,"HEIZE, Han Suji",Happy
0.839,0.702,110.989,0.756,0.193,0.0,Stand By Me,SHINee,Happy
0.343,0.158,121.879,0.375,0.859,0.0,MY LOVE,LeeHi,Sad
0.592,0.305,95.047,0.694,0.742,0.0,Can You Hear My Heart (feat. LEE HI),"Epik High, LeeHi",Energetic
0.423,0.249,135.917,0.528,0.678,0.00148,"Very, Slowly",BIBI,Sad
0.501,0.298,122.973,0.642,0.837,1.8e-05,Breath,Sam Kim,Energetic
0.39,0.118,82.035,0.573,0.345,2.64e-06,Here Always,Seungmin,Sad
0.735,0.502,111.961,0.643,0.0786,0.0,Starlight,TAEIL,Happy
0.48,0.815,92.157,0.853,0.0234,0.000618,Tus Ojos,Los Cafres,Neutral
0.515,0.289,169.874,0.669,0.746,0.0,Confianza,Micro TDH,Energetic
0.487,0.638,170.285,0.592,0.485,0.0,Hablar de Ti,Gepe,Neutral
0.434,0.926,80.015,0.851,0.52,0.0,Lo Que Hoy Quieras,Koino Yokan,Neutral
0.559,0.751,126.046,0.835,0.202,2.16e-06,Mi Balcon,"Vicente Garcia, Cultura Profética",Happy
0.731,0.812,150.151,0.676,0.0438,1.26e-05,Runaway,"Los Pericos, The Original Wailers",Happy
0.448,0.727,145.997,0.789,0.126,0.0,Decide Tú,Dread Mar I,Neutral
0.529,0.6,144.707,0.725,0.0908,0.0028,Sin Ti,King Chango,Happy
0.638,0.598,165.929,0.697,0.0216,0.00286,Casi q' me pierdo,Los Cafres,Happy
0.731,0.636,85.183,0.543,0.257,0.00523,Caney,"Rawayana, Jambene",Happy
0.647,0.82,149.877,0.732,0.654,8.12e-05,BSOS,Mora Navarro,Happy
0.324,0.78,95.961,0.881,0.353,0.00516,Por el Bien de los Dos,Abril Olivera,Neutral
0.668,0.741,150.043,0.773,0.374,0.0,Verte,"Nicki Nicole, Dread Mar I, Bizarrap",Happy
0.603,0.808,144.018,0.717,0.277,6.43e-05,Anónimos (feat. Carla Morrison),"Los Pericos, Carla Morrison",Happy
0.687,0.716,126.956,0.883,0.647,0.000336,San Bá,Vicente Garcia,Happy
0.614,0.53,105.071,0.72,0.142,0.000778,Fugaz,Connie Isla,Happy
0.815,0.52,93.984,0.751,0.345,0.0271,Porque Yo,"Pahua, Eva de Marce",Happy
0.702,0.536,97.514,0.77,0.434,0.834,Isla del Ritmo,Ritmo Machine,Happy
0.785,0.644,91.986,0.781,0.264,0.0,Una Cumbia Triste,Rels B,Happy
0.21,0.38,147.92,0.514,0.903,0.0,9 to 5,The Mayries,Sad
0.342,0.206,87.479,0.478,0.871,0.00654,Cult to A Saint,"Rhys, AKA lisa",Sad
0.254,0.388,143.916,0.504,0.886,0.00627,"I Miss You, I Do",Arny Margret,Sad
0.23,0.418,87.492,0.754,0.693,0.000228,i don’t know what i saw in you,Malen,Sad
0.0697,0.25,75.447,0.528,0.921,2.24e-05,The Speed of Life,Malin Pettersen,Sad
0.55,0.434,143.885,0.534,0.188,0.0,Flowers at a Funeral,NOEL,Energetic
0.426,0.173,137.989,0.618,0.723,0.0268,codepending,AKA lisa,Sad
0.634,0.796,159.896,0.558,0.114,7.71e-05,Turning Onto You,First Aid Kit,Happy
0.226,0.246,131.052,0.507,0.804,0.000197,Beautiful Woman,Sarah Klang,Sad
0.782,0.173,173.582,0.418,0.59,1.54e-05,I Let the Good Ones Go,Smith & Thell,Energetic
0.337,0.35,90.007,0.565,0.919,0.00409,Bloom,Alexander Grandjean,Sad
0.443,0.148,114.735,0.472,0.767,0.003,Love Songs,Emmelie de Forest,Sad
0.484,0.247,87.993,0.525,0.587,0.00016,Animal,Oklahoma,Sad
0.355,0.306,157.959,0.64,0.808,0.000644,anywhere,Malen,Sad
0.101,0.309,75.478,0.568,0.899,0.0,Fear/Hope,Malin Pettersen,Sad
0.439,0.33,116.143,0.698,0.343,0.0,Atmosphere,Crying Day Care Choir,Sad
0.707,0.273,119.946,0.414,0.0264,0.0,For What We Love,"Gunnhild Sundli, Ski-VM Trondheim 2025",Energetic
0.717,0.394,130.004,0.704,0.333,0.0,JUBA,Anendlessocean,Energetic
0.765,0.771,112.972,0.782,0.714,0.0,E Dey Flow,"Moses Bliss, Neeja, Ajay Asika, Festizie, S.O.N Music, Chizie",Happy
0.941,0.72,117.978,0.701,0.0249,0.00217,Big God,"Tim Godfrey, Fearless Community, Anderson",Happy
0.543,0.241,143.869,0.33,0.0983,0.0,Holy Spirit,Sunmisola Agbebi,Energetic
0.85,0.698,118.174,0.64,0.1,0.0,You Are Great,"Moses Bliss, Festizie, Chizie, Neeja, S.O.N Music, Ajay Asika",Happy
0.81,0.301,139.892,0.517,0.0806,0.0,Defe Defe,Team Eternity Ghana,Energetic
0.79,0.305,126.993,0.392,0.00662,0.0,Calling My Name (I'm A Soldier) - Live,Ebuka Songs,Energetic
0.624,0.481,143.853,0.464,0.83,1.79e-06,Kumama Papa,"Grace Lokwa, Moses Bliss, Prinx Emmanuel",Energetic
0.781,0.659,72.397,0.465,0.386,0.0,E Ti Tobi to (Live),"EmmaOMG, The OhEmGee Choir, Pelumi Deborah, BBO",Happy
0.688,0.785,112.891,0.772,0.201,0.000258,Darling Jesus,"S.O.N Music, Neeja",Happy
0.555,0.284,148.166,0.303,0.736,0.0,B'Ola - Honour,Sunmisola Agbebi,Energetic
0.82,0.331,144.058,0.422,0.00432,0.00174,Worthy of My Praise,"Dunsin Oyekan, Lawrence Oyor",Energetic
0.524,0.787,81.999,0.579,0.296,0.0,Gratitude,Anendlessocean,Happy
0.61,0.273,139.456,0.313,0.295,0.0,Look what you've done,Greatman Takit,Energetic
0.534,0.115,137.092,0.168,0.115,0.197,Yeshua - Live,Jesus Image,Energetic
0.713,0.396,153.999,0.419,0.465,0.0,Worship Medley I,Okunade Adedeji,Energetic
0.524,0.787,81.999,0.579,0.296,0.0,Gratitude,Anendlessocean,Happy
0.754,0.12,137.762,0.43,0.00463,0.0,Another One (feat. Chris Brown),"Elevation Worship, Chris Brown",Energetic
0.642,0.387,149.791,0.53,0.171,1.99e-06,PRAYER (ADURA),Biola Yakubu,Energetic
0.525,0.469,112.944,0.858,0.616,0.000293,Bigger - odogwu,Prinx Emmanuel,Energetic
0.742,0.389,159.983,0.333,0.109,0.0,Worship Medley II,Okunade Adedeji,Energetic
0.829,0.342,103.792,0.472,0.0991,0.0,In The Room (feat. Tasha Cobbs Leonard),"Maverick City Music, Naomi Raine, Chandler Moore, Tasha Cobbs Leonard",Energetic
0.836,0.612,130.627,0.656,0.0186,0.0,Turn It Up / No Longer a Slave / Made a Way / Ekwueme (Medley) [Live],Big Bolaji,Happy
0.898,0.675,132.027,0.779,0.022,0.142,Praise Combo,Olamilekan Akamo,Happy
0.785,0.471,113.012,0.718,0.118,0.000666,Altar (Hosanna),"Oba Reengy, Limoblaze, Gaise Baba",Energetic
0.897,0.707,124.92,0.725,0.487,1.23e-06,Praise Fest 1.0,Blessing Lopez,Happy
0.79,0.305,126.993,0.392,0.00662,0.0,Calling My Name (I'm A Soldier) - Live,Ebuka Songs,Energetic
0.477,0.263,69.982,0.651,0.682,0.0,Today,Ibquake,Sad
0.941,0.72,117.978,0.701,0.0249,0.00217,Big God,"Tim Godfrey, Fearless Community, Anderson",Happy
0.81,0.867,93.068,0.682,0.235,0.0,Kelechi,Mazi Floss,Happy
0.688,0.785,112.891,0.772,0.201,0.000258,Darling Jesus,"S.O.N Music, Neeja",Happy
0.929,0.855,127.003,0.813,0.156,0.0,Oil on My Head,Eben,Happy
0.604,0.155,125.085,0.264,0.0221,0.00146,"My Daddy, My Daddy - Live at AiiiH - As It Is In Heaven","Sunmisola Agbebi, Lawrence Oyor",Energetic
0.802,0.377,80.872,0.26,0.013,0.0,OLÙGBÈJÀ,"Veekee James, Shallom Matthew, OBA",Energetic
0.86,0.434,143.586,0.4,0.139,5.69e-06,I Get Backing,Victoria Orenze,Energetic
0.496,0.295,89.853,0.591,0.501,1.07e-06,Ifunanya,"Prinx Emmanuel, Limoblaze",Sad
0.641,0.44,80.052,0.509,0.455,0.0,Obinasom,Mercy Chinwo,Energetic
0.612,0.117,148.008,0.311,0.00377,0.0,"Breathe (feat. Jonathan McReynolds, DOE & Mav City Gospel Choir) - Studio Version","Maverick City Music, Chandler Moore, Jonathan McReynolds, DOE, Mav City Gospel Choir",Energetic
0.624,0.481,143.853,0.464,0.83,1.79e-06,Kumama Papa,"Grace Lokwa, Moses Bliss, Prinx Emmanuel",Energetic
0.868,0.486,127.939,0.777,0.381,0.0,Daaku,"Young Stunners, Bohemia",Energetic
0.864,0.877,129.933,0.787,0.232,8.97e-05,Joota Japani,"KR$NA, Mukesh, Shankar Jaikishan",Happy
0.588,0.237,97.026,0.669,0.177,0.0,3:59 AM,DIVINE,Energetic
0.663,0.736,98.022,0.819,0.643,0.00012,Payal,"Yo Yo Honey Singh, Paradox",Happy
0.606,0.38,175.917,0.656,0.335,0.0,Knife Brows,Dhanda Nyoliwala,Energetic
0.702,0.674,180.219,0.711,0.00487,0.0163,Baller,"Shubh, Ikky",Happy
0.737,0.717,140.055,0.858,0.284,0.0,Khatta Flow,"Seedhe Maut, KR$NA",Happy
0.703,0.591,90.012,0.816,0.121,0.0,Illegal,Dhanda Nyoliwala,Happy
0.905,0.926,137.953,0.83,0.172,0.0,I Guess,KR$NA,Happy
0.568,0.513,95.251,0.928,0.182,0.0,Murder,"Real Boss, BIG KAY SMG",Happy
0.837,0.893,85.075,0.598,0.185,1.83e-06,100 Million,"DIVINE, Karan Aujla",Happy
0.693,0.838,141.794,0.706,0.0123,0.0,12 Bande,Varinder Brar,Happy
0.46,0.474,149.909,0.636,0.745,0.0,love lost,"Umair, Talha Anjum",Sad
0.456,0.534,95.992,0.816,0.529,0.0,Afsanay,"Young Stunners, Talha Anjum, Talhah Yunus",Neutral
0.548,0.652,129.972,0.871,0.669,0.000157,Laado,"MC SQUARE, Hiten",Happy
0.447,0.391,120.069,0.856,0.744,0.0,Downers At Dusk,"Talha Anjum, Umair",Sad
0.472,0.364,149.97,0.748,0.596,1.1e-05,Ektarfa,King,Sad
0.644,0.446,150.015,0.749,0.0435,0.0,Drippy,"Sidhu Moose Wala, Mxrci, AR Paisley",Energetic
0.684,0.483,100.042,0.769,0.0977,0.0,8 ASLE,"Sukha, Chani Nattan, Prodgk, Gurlez Akhtar",Energetic
0.752,0.236,140.032,0.788,0.0711,0.0,Takeover,"AP Dhillon, Gurinder Gill, Money Musik, AR Paisley",Energetic
0.622,0.644,144.005,0.715,0.237,0.0,Haryana Hood,Irshad Khan,Happy
0.745,0.762,139.9,0.868,0.187,0.000342,Rubicon Drill,"Laddi Chahal, Parmish Verma, Gurlez Akhtar",Happy
0.558,0.362,112.617,0.683,0.0561,1.66e-05,Kaun Talha,"Talha Anjum, Umair",Energetic
0.928,0.6,129.188,0.452,0.000706,0.000637,I'm Shipping Up To Boston,Dropkick Murphys,Happy
0.848,0.738,147.009,0.63,0.075,3.99e-06,An Irish Pub Song,The Rumjacks,Happy
0.957,0.578,155.06,0.209,0.00306,3.38e-05,What's Left of the Flag,Flogging Molly,Happy
0.506,0.897,113.77,0.828,0.87,0.0,My Son John,Smokey Bastard,Happy
0.482,0.741,104.717,0.83,0.767,0.0,The Cruel Wars,The Dreadnoughts,Neutral
0.912,0.609,108.084,0.323,0.0219,0.0,Rose Tattoo,Dropkick Murphys,Happy
0.957,0.961,144.889,0.581,0.119,3.68e-06,Arrive On St. Patrick's Day,Sir Reg,Happy
0.934,0.776,79.949,0.373,0.00742,0.000184,Salty Dog,Flogging Molly,Happy
0.973,0.81,151.18,0.405,0.00292,0.0495,A Fistful O' Roses,The Rumjacks,Happy
0.752,0.897,141.085,0.461,0.0211,0.00043,Drunken Sailor,Blaggards,Happy
0.967,0.611,111.676,0.398,0.000945,5.71e-06,The State Of Massachusetts,Dropkick Murphys,Happy
0.903,0.828,149.881,0.461,0.00538,0.00623,Fight Song,The Stanfields,Happy
0.489,0.361,136.16,0.347,0.287,2.09e-06,The Worst Day Since Yesterday,Flogging Molly,Sad
0.906,0.801,89.963,0.576,0.0507,0.0,"Cheer Up Love (Worse Things Happen at Sea), Pt. 3",Smokey Bastard,Happy
0.644,0.536,151.065,0.677,0.161,0.00178,How To Fly,Sticky Fingers,Happy
0.624,0.851,82.524,0.763,0.408,0.00131,Smokin' Love (with Collie Buddz),"Stick Figure, Collie Buddz",Happy
0.757,0.552,80.976,0.708,0.0362,0.0,Doin' Time,Sublime,Happy
0.651,0.434,85.091,0.677,0.0706,0.0327,Love Me Easy,"ANORA, Stick Figure, Walshy Fire",Energetic
0.728,0.859,133.999,0.71,0.153,0.0,That's Not True,"Skip Marley, Damian Marley",Happy
0.771,0.703,139.989,0.655,0.0924,0.0,Falling Down (with Nick Hexum of 311),"Tropidelic, 311",Happy
0.726,0.961,74.995,0.781,0.241,0.00204,This Joint,Slightly Stoopid,Happy
0.527,0.52,76.022,0.801,0.0192,0.118,Warning (feat. Stick Figure),"Pepper, Stick Figure",Happy
0.803,0.846,96.014,0.624,0.0154,2.15e-06,Feeling Good,Dirty Heads,Happy
0.849,0.839,102.003,0.66,0.00458,0.000107,Gold Snafu,Sticky Fingers,Happy
0.538,0.742,141.017,0.869,0.333,0.128,World on Fire (feat. Slightly Stoopid),"Stick Figure, Slightly Stoopid",Happy
0.65,0.793,77.6,0.674,0.0323,6.21e-05,Sounds Of Summer (with Slightly Stoopid),"The Movement, Slightly Stoopid",Happy
0.392,0.963,117.644,0.774,0.406,0.947,Guajira Linda,"Putumayo, Cuba Quartet",Neutral
0.477,0.785,117.403,0.802,0.823,0.728,Congo Mulence,"Machito & His Orchestra, Candido Camero, Paul Cohen, Curtis Fuller, Joe Newman, Herbie Mann, Cannonball Adderley, Doc Cheatham",Neutral
0.531,0.947,123.195,0.707,0.0172,0.724,Jive Samba,Los Poboycitos,Happy
0.449,0.791,120.753,0.634,0.565,0.151,El Sabroson,Poncho Sanchez,Neutral
0.485,0.696,120.001,0.847,0.472,0.000248,Adios Guajira,Jesús Alejandro El Niño,Neutral
0.379,0.545,122.509,0.7,0.8,0.19,Cha Cha Cha,Tito Puente,Neutral
0.589,0.925,120.005,0.857,0.612,0.000607,La Melodía,"Putumayo, Guaschara",Happy
0.47,0.678,103.728,0.779,0.581,0.703,Bessoka - Version Courte,Manu Dibango,Neutral
0.423,0.852,127.942,0.799,0.275,0.746,Hægt en bítandi,Tómas R. Einarsson,Neutral
0.412,0.75,140.046,0.73,0.757,0.00192,Requiem de l'Amour,Mel Malonga,Neutral
0.605,0.576,154.781,0.662,0.0323,0.0128,Chan Chan,Armando Garzon,Happy
0.67,0.97,163.227,0.716,0.512,0.00293,Píntame un Son,"Putumayo, Dany Martinez & His Charanga",Happy
0.209,0.807,128.222,0.662,0.864,0.0975,Condena,"Francisco Canaro, Roberto Maida",Neutral
0.356,0.696,134.7,0.524,0.889,0.527,La Maleva,"Francisco Canaro, Orquesta Francisco Canaro",Neutral
0.399,0.849,121.014,0.645,0.811,0.173,Mi Dolor,Alfredo De Angelis,Neutral
0.266,0.54,116.479,0.463,0.849,0.807,Bahia Blanca,Carlos Di Sarli,Neutral
0.332,0.427,115.803,0.567,0.601,0.674,El escondite de Hernando,Florindo Sassone Y Su Orquesta,Sad
0.281,0.528,112.087,0.511,0.911,0.877,A la Gran Muñeca,Alberto Di Paulo,Neutral
0.257,0.488,117.325,0.527,0.742,0.53,Yunta de Oro,Color Tango,Sad
0.359,0.724,121.875,0.53,0.783,0.0014,Buscándote,Romántica Milonguera,Neutral
0.339,0.602,123.064,0.593,0.837,0.00106,Oigo Tu Voz,Romántica Milonguera,Neutral
0.244,0.538,157.413,0.36,0.297,0.0,To Vals Tou Gamou - Remastered,Orchestra Eleni Karaindrou,Neutral
0.664,0.946,101.9,0.914,0.431,0.000186,Iko Iko,The Dixie Cups,Happy
0.264,0.916,90.895,0.56,0.531,0.0,La danse de Mardi Gras,The Balfa Brothers,Neutral
0.377,0.319,96.105,0.7,0.201,0.189,Sunrise,Tab Benoit,Sad
0.428,0.403,67.559,0.307,0.0578,0.0,I'm Coming Home (To See My Mother),Clifton Chenier,Sad
0.841,0.747,175.808,0.462,0.0343,0.0,Vibrator,Travis Matte And The Zydeco Kingpins,Happy
0.778,0.976,149.956,0.693,0.11,0.00193,Put n' Work,Chris Ardoin,Happy
0.649,0.973,167.366,0.789,0.29,2.17e-06,My Toot Toot,Rockin' Sidney,Happy
0.89,0.931,77.278,0.76,0.115,0.00189,Overcome,"Keith Frank, The Soileau Zydeco Band",Happy
0.393,0.517,172.226,0.414,0.215,1.55e-06,Beast Of Burden,Buckwheat Zydeco,Neutral
0.33,0.961,177.976,0.536,0.822,0.845,I Got Loaded,Lil' Bob & the Lollipops,Neutral
0.337,0.734,96.059,0.776,0.96,0.931,Valse a Bamboula,Latché Swing,Neutral
0.384,0.704,145.408,0.436,0.505,0.823,Amor del Bajo Corrales,Cafe Accordion Orchestra,Neutral
0.34,0.781,121.01,0.85,0.807,0.869,Lucciola,Patrick Saussois,Neutral
0.0987,0.412,78.926,0.497,0.989,0.891,Quel temps fait-il à Paris ?,Gus Viseur,Sad
0.675,0.821,105.138,0.804,0.792,0.75,Il battagliero - Valzer,Riccardo Tesi,Happy
0.619,0.889,99.444,0.6,0.0982,0.000146,Fiesta de negritos - Remastered,Lucho Bermúdez,Happy
0.338,0.202,105.677,0.368,0.872,0.924,To Nie Vetier,Stars Of St. Petersburg,Sad
0.394,0.543,82.643,0.696,0.0554,0.0194,Poso Lipame - Remix,"Sofia Vebo, Imam Baildi",Neutral
0.394,0.829,197.358,0.436,0.961,0.0,A Vaibele A Tsnien,Dave Tarras,Neutral
0.309,0.595,131.552,0.62,0.91,0.0376,Paris au mois de Septembre,Tatiana Eva-Marie,Neutral
0.478,0.724,142.934,0.472,0.617,0.213,La Zingara,Cafe Accordion Orchestra,Neutral
0.782,0.655,119.992,0.727,0.0563,0.336,Move,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",Happy
0.721,0.571,119.995,0.756,0.0965,0.251,Say What,"Rampa, Adam Port, &ME, chuala, Keinemusik",Happy
0.851,0.0825,122.971,0.669,0.0913,0.0377,Gabriel,"Hydawai, CMC$, Benji (UK)",Energetic
0.865,0.177,125.997,0.764,0.0118,0.722,CORAÇAO - 20th Anniversary Mix,"Jerry Ropero, HUGEL, Mijangos, Jesús Fernández",Energetic
0.826,0.501,121.009,0.642,0.00406,0.727,Another Life - Marten Lou Remix,"Naomi Sharon, Marten Lou",Happy
0.879,0.362,123.004,0.741,0.0841,0.0433,The Boy Is Mine,"James Mac, Vall, Rosalie",Energetic
0.954,0.396,123.943,0.772,0.00444,0.521,La Verdolaga (feat. Totó La Momposina),"HUGEL, Totó La Momposina",Energetic
0.755,0.114,120.036,0.597,0.000135,0.885,Gorah,"Nitefreak, Emmanuel Jal",Energetic
0.783,0.539,127.01,0.714,0.000178,0.881,Pasilda - Knee Deep Mix,"Afro Medusa, Knee Deep",Happy
0.656,0.338,119.003,0.672,0.000577,0.538,Papi (Bhabi),Eden Shalev,Energetic
0.745,0.302,122.015,0.692,0.00184,0.879,Nothing On Me,"Maz, APACHE (FR), MAXI MERAKI, Tabia",Energetic
0.739,0.123,122.986,0.578,0.000969,0.634,Makeda,Alice DiMar,Energetic
0.812,0.0977,119.994,0.662,0.00396,0.763,Andalucia,"HUGEL, GROSSOMODDO",Energetic
0.873,0.348,121.999,0.735,0.00273,0.164,Baiana - Radio Edit,Space Motion,Energetic
0.777,0.446,122.021,0.672,0.00535,0.174,Hey Hey - Jack Back Remix,"Dennis Ferrer, Jack Back, David Guetta",Energetic
0.708,0.586,119.988,0.675,0.0132,0.0841,Ode Ireti - Nitefreak Remix,"&friends, Nitefreak, eL-Jay, Oluwadamvic",Happy
0.714,0.067,123.946,0.696,0.0991,0.00837,Sawa,"Ahmed Spins, Idd Aziz",Energetic
0.811,0.196,122.013,0.645,0.00822,0.377,Yumi - edit,Notre Dame,Energetic
0.901,0.12,118.006,0.625,0.486,0.929,Milkshake 20 - Alex Wann Remix,"Kelis, Alex Wann",Energetic
0.914,0.346,126.001,0.754,0.0275,0.764,Banho de Folhas - Maz Remix,"Luedji Luna, Maz",Energetic
0.911,0.454,119.998,0.617,0.161,0.231,Halele - Alex Wann Remix,"&friends, Samuel Cosmic, Oluwadamvic, Alex Wann",Energetic
0.653,0.0745,120.051,0.652,0.428,0.0273,Somebody’s Watching Me,"ItsArius, Lynnic, Dinia",Energetic
0.726,0.122,122.978,0.7,0.132,0.046,It's Not Right - Radio Edit,"Gianni Romano, Emanuele Esposito, Helen Tesfazghi",Energetic
0.816,0.207,121.983,0.701,0.0112,0.413,Your Voice - Adam Port Remix,"Caiiro, AWEN, Adam Port",Energetic
0.794,0.389,123.025,0.679,0.389,0.51,Anchor Point,"Ahmed Spins, Stevo Atambire",Energetic
0.878,0.563,129.996,0.521,0.158,0.000299,Dancing Nihilist,Pathetic,Happy
0.505,0.318,114.532,0.51,0.342,0.96,Xtal,Aphex Twin,Energetic
0.8,0.108,121.873,0.655,0.0337,0.888,̸ ̡ ҉ ҉.·๑ඕั ҉ ̸ ̡ ҉ ҉.·๑ඕั ҉ ̸ ̡ ҉ ҉.·๑ඕั ҉ ̸ ̡ ҉ ҉.·๑ඕั ҉ ̸ ̡ ҉ ҉.·๑ඕั ҉ ̸ ̡ ҉ ҉.·๑ඕั ҉ ̸ ̡ ҉ ҉.·๑ඕั ҉,⣎⡇ꉺლ༽இ•̛)ྀ◞ ༎ຶ ༽ৣৢ؞ৢ؞ؖ ꉺლ,Energetic
0.128,0.263,129.995,0.571,0.949,0.955,Adrift,Yamaneko,Sad
0.444,0.957,177.954,0.465,0.907,0.932,awakenin,RAMZi,Neutral
0.306,0.211,120.024,0.643,0.958,0.909,Night Arp Blues,Indian Wells,Sad
0.237,0.796,76.739,0.365,0.985,0.964,Sink,7038634357,Neutral
0.665,0.188,179.42,0.265,0.107,0.855,Red Curbs Loop (Stuff I Dream About),Teebs,Energetic
0.404,0.112,149.846,0.254,0.889,0.929,Vizion - Centered,Machinedrum,Sad
0.204,0.0393,79.158,0.126,0.811,0.834,Memory Arc,Rival Consoles,Sad
0.923,0.199,94.989,0.633,0.474,0.746,Sol,Dinamarca,Energetic
0.914,0.96,134.994,0.525,0.00679,0.926,2008,Pathetic,Happy
0.486,0.303,119.319,0.765,0.42,0.876,Pulsewidth,Aphex Twin,Sad
0.93,0.236,129.028,0.852,0.0127,0.494,()vȯ)) ̷̨ʅ(۝ʅ(Ɵʅ():::()̵̳̗̊(Ɵʅ()vȯ)) ̷̨ʅ,⣎⡇ꉺლ༽இ•̛)ྀ◞ ༎ຶ ༽ৣৢ؞ৢ؞ؖ ꉺლ,Energetic
